,title,sent,category
132,"Structure-based design, synthesis, and biological evaluation of peptidomimetic SARS-CoV 3CLpro inhibitors",These inhibitors were designed and synthesized based upon our X-ray crystal structure of inhibitor 1 bound to SARS-CoV 3CLpro.,antihiv
133,Biflavonoids from Torreya nucifera displaying SARS-CoV 3CLpro inhibition,Values of binding energy obtained in a molecular docking study supported the results of enzymatic assays.,antihiv
134,A confirmed severe case of human infection with avian-origin influenza H7N9: A case report,No therapeutic effect was observed with anti-infection treatment.,antihiv
135,"3-Azatetracyclo[5.2.1.1(5,8).0(1,5)]undecane derivatives: from wild-type inhibitors of the M2 ion channel of influenza A virus to derivatives with potent activity against the V27A mutant",None of the compounds was found to inhibit the S31N mutant ion channel.,antihiv
136,Synthetic surfactin analogues have improved anti-PEDV properties,"Surfactin derivatives similar to SLP5 could be obtained by lactone bond hydrolyzation of surfactin, as well as total synthesis.",antihiv
137,Synthetic surfactin analogues have improved anti-PEDV properties,"Compared with surfactin, one of the analogues we developed, SLP5, has lower hemolytic activity, with the same antiviral activity.",antivirus
138,An evaluation of the inhibitory effects against rotavirus infection of edible plant extracts,R.Dahlgren showed no positive effect on the maintenance of the TER.,antihiv
139,Solution conformations of Zika NS2B-NS3pro and its inhibition by natural products from edible plants,Thus NS2B-NS3pro represents an attractive target for anti-Zika drug discovery/design.,antihiv
140,In vitro protective efficacy of Lithium chloride against Mycoplasma hyopneumoniae infection,LiCl showed activity against various strains of M. hyopneumoniae examined in our study.,antihiv
141,Slow-Binding Inhibition of Tyrosinase by Ecklonia cava Phlorotannins,"With stable AutoDock scores of −6.59 and −6.68 kcal/mol, respectively, compounds 3 and 5 both interacted with His85 and Asn260 at the active site.",antihiv
142,Slow-Binding Inhibition of Tyrosinase by Ecklonia cava Phlorotannins,Both compounds showed the characteristics of slow-binding inhibitors over the time course of the enzyme reaction.,antihiv
143,Slow-Binding Inhibition of Tyrosinase by Ecklonia cava Phlorotannins,Tyrosinase inhibitors improve skin whitening by inhibiting the formation of melanin precursors in the skin.,antihiv
144,Structure-activity relationship studies of lipophilic teicoplanin pseudoaglycon derivatives as new anti-influenza virus agents,A sixth group of semisynthetic derivatives was obtained by sulfonylation of the N-terminus.,antihiv
145,Structure-activity relationship studies of lipophilic teicoplanin pseudoaglycon derivatives as new anti-influenza virus agents,"Of the 42 lipophilic teicoplanin pseudoaglycon derivatives tested, about half showed broad activity against influenza A and B viruses, with some of them having reasonable or no cytotoxicity.",antivirus
146,"Design, synthesis, and biological evaluation of novel dipeptide-type SARS-CoV 3CL protease inhibitors: Structure–activity relationship study",Docking studies were performed to model the binding interaction of the compound 26m with the SARS-CoV 3CL protease.,antihiv
147,"Design, synthesis, and biological evaluation of novel dipeptide-type SARS-CoV 3CL protease inhibitors: Structure–activity relationship study",These low-molecular weight compounds are attractive leads for the further development of potent peptidomimetic inhibitors with pharmaceutical profiles.,antihiv
148,Porcine Circovirus Type 2 ORF5 Protein Induces Autophagy to Promote Viral Replication via the PERK-eIF2α-ATF4 and mTOR-ERK1/2-AMPK Signaling Pathways in PK-15 Cells,"In conclusion, we showed that PCV2 ORF5 induces autophagy to promote virus replication in PK-15 cells.",antihiv
149,Porcine Circovirus Type 2 ORF5 Protein Induces Autophagy to Promote Viral Replication via the PERK-eIF2α-ATF4 and mTOR-ERK1/2-AMPK Signaling Pathways in PK-15 Cells,"The ORF5 protein triggers the phosphorylation of PERK, eIF2α and the expression of downstream transcription factor ATF4.",interleukin
150,Porcine Circovirus Type 2 ORF5 Protein Induces Autophagy to Promote Viral Replication via the PERK-eIF2α-ATF4 and mTOR-ERK1/2-AMPK Signaling Pathways in PK-15 Cells,"In addition, ORF5 protein activated the AMPK-ERK1/2-mTOR signaling pathways.",interleukin
151,Structural Basis for the Ubiquitin-Linkage Specificity and deISGylating Activity of SARS-CoV Papain-Like Protease,We present the X-ray crystal structure of PLpro in complex with ubiquitin-aldehyde and model the interaction of PLpro with other ubiquitin-chain and ISG15 substrates.,antihiv
152,"The discovery of a novel compound with potent antitumor activity: virtual screening, synthesis, biological evaluation and preliminary mechanism study",This anti-tumor effect is most probably related to the inhibition of farnesyltransferase as indicated by molecular docking.,antihiv
153,Gga-miR-30d regulates infectious bronchitis virus infection by targeting USP47 in HD11 cells,"By transfecting the mimics and inhibitor of gga-miR-30d, it was found that overexpressed gga-miR-30d inhibited IBV replication.",antihiv
154,The human Transmembrane Protease Serine 2 is necessary for the production of Group 2 influenza A virus pseudotypes,These lentiviral pseudotypes were shown to transduce HEK293T/17 cells with high efficiency.,antihiv
155,Inhibition of norovirus replication by morpholino oligomers targeting the 5′-end of the genome,We investigated the inhibitory effect of phosphorodiamidiate morpholino oligomers (PMOs) targeted against norovirus sequences.,antihiv
156,Inhibition of norovirus replication by morpholino oligomers targeting the 5′-end of the genome," Noroviruses are an important cause of non-bacterial epidemic gastroenteritis, but no specific antiviral therapies are available.",antivirus
157,Inhibition of norovirus replication by morpholino oligomers targeting the 5′-end of the genome,"A panel of peptide-conjugated PMOs (PPMOs) specific for the murine norovirus (MNV) genome was developed, and two PPMO compounds directed against the first AUG of the ORF1 coding sequence near the 5′-end of the genome proved effective in inhibiting MNV replication in cells.",antivirus
158,Diversification of β-Augmentation Interactions between CDI Toxin/ Immunity Proteins,We synthesized a macrocyclic peptide mimic of the β-hairpin from EC869 toxin and solved its structure in complex with cognate immunity protein.,antihiv
159,Analyzing the interaction of a herbal compound Andrographolide from Andrographis paniculata as a folklore against swine flu (H1N1),"Andrographolide have been identified as the highest binging energy of −10.88 Kcal/mol, 3 hydrogen bond interactions (Arg152, Lys150, and Gly197), total intermolecular energy of −12.07 Kcal/mol with bioactivity value (Ki) of 10.59 nmol/L, while the Food and Drug Admistraton approved drug Oseltamivir and Zanamivir have shown 2 and 4 hydrogen bond interactions with binding energies of −6.28 Kcal/mol and −7.73Kcal/mol, respectively, which is higher than andrographolide.",antihiv
160,"Angelica keiskei, an emerging medicinal herb with various bioactive constituents and biological activities","The extract also showed anti-thrombotic, anti-oxidative, anti-hyperlipidemic, anti-viral, and anti-bacterial activities.",antihiv
161,Inhibition of host extracellular signal-regulated kinase (ERK) activation decreases new world alphavirus multiplication in infected cells,Inhibition of ERK1/2 by the small molecule inhibitor Ag-126 results in inhibition of viral multiplication.,antihiv
162,"Design, synthesis and crystallographic analysis of nitrile-based broad-spectrum peptidomimetic inhibitors for coronavirus 3C-like proteases","Crystal structures of the enzyme–inhibitor complexes showed that the nitrile warhead inhibits 3CLpro by forming a covalent bond with the catalytic Cys145 residue, while the AVLQ peptide forms a number of favourable interactions with the S1–S4 substrate-binding pockets.",antihiv
163,Aryl methylene ketones and fluorinated methylene ketones as reversible inhibitors for severe acute respiratory syndrome (SARS) 3C-like proteinase,This enzyme is a target for the design of potential anti-SARS drugs.,antihiv
164,Curcumin Nanoparticles Ameliorate ICAM-1 Expression in TNF-α-Treated Lung Epithelial Cells through p47 (phox) and MAPKs/AP-1 Pathways,In vivo studies have revealed that CURN improved the anti-inflammation activities of CURH in the lung epithelial cells of TNF-α-treated mice.,antihiv
165,Curcumin Nanoparticles Ameliorate ICAM-1 Expression in TNF-α-Treated Lung Epithelial Cells through p47 (phox) and MAPKs/AP-1 Pathways,Upregulation of intercellular adhesion molecule-1 (ICAM-1) involves adhesions between both circulating and resident leukocytes and the human lung epithelial cells during lung inflammatory reactions.,interleukin
166,Synthesis and anti-HIV studies of 2- and 3-adamantyl-substituted thiazolidin-4-ones,X-ray studies and quantum chemical calculations revealed that the anti-HIV activity of the compounds strongly depends on their dipole moments and conformation of the thiazolidinones.,antihiv
167,Synthesis and anti-HIV studies of 2- and 3-adamantyl-substituted thiazolidin-4-ones,"A majority of them showed a modest anti-HIV-1 activity, whereas 2-adamantan-1-yl-3-(4,6-dimethylpyrimidin-2-yl)-thiazolidin-4-one (8) was endowed with a remarkable antiviral potency (EC50 =0.67μM).",antivirus
168,A computational analysis of SARS cysteine proteinase-octapeptide substrate interaction: implication for structure and active site binding mechanism,The hypothesis proposed that Glu47 of SARS CoVMpro is an important residue in the S3 subsite and is involved in binding with P3Lys of the octapeptide.,antihiv
169,A computational analysis of SARS cysteine proteinase-octapeptide substrate interaction: implication for structure and active site binding mechanism,"During MD simulations, Glu47 of the enzyme was shown to play a key role in electrostatic bonding with the P3Lys of the octapeptide.",antihiv
170,A computational analysis of SARS cysteine proteinase-octapeptide substrate interaction: implication for structure and active site binding mechanism,The S3 subsite of the enzyme had a negatively charged region due to the presence of Glu47.,antihiv
171,7 Metabolism of Bradykinin by Peptidases in Health and Disease,This is demonstrated by the pharmacological inhibition of ACE in hypertension.,antihiv
172,Total phenolic content and biological activities of enzymatic extracts from Sargassum muticum (Yendo) Fensholt,All enzymatic extracts showed no cytotoxic effect towards the kidney Vero cells.,antihiv
173,Total phenolic content and biological activities of enzymatic extracts from Sargassum muticum (Yendo) Fensholt,These results indicate the promising potential of enzyme-assisted followed by solid-phase extraction in recovering phenolic content and in improving its bioactivity.,antihiv
