,pid,newpid,category,sent,newscore,answer,keyword,question
120,cszqykpu,683,drug,"However, in our prediction, they may also bind to the replication complex components of 2019-nCoV with an inhibitory potency with Kd < 1000 nM.",0.15316479751785936,they may also bind to the replication complex components of 2019-ncov with an inhibitory potency,ribavirin,Can ribavirin treat COVID-19
121,7jkzbmsf,789,drug,"For the treatment of COVID-19, pharmacists conducted adverse reaction monitoring and participated in the multidisciplinary consultation of COVID-19.",0.1531477816523268,for the treatment of covid-19,Naproxen,Can Naproxen treat COVID-19
122,sjyrr2bn,833,drug,"When compared with SARS and MERS, COVID-19 has spread more rapidly, due to increased globalization and adaptation of the virus in every environment.",0.15314734852173476,covid-19 has spread more rapidly,ledipasvir,Can ledipasvir treat COVID-19
123,8gncbgot,60,drug,Several vaccine candidates are in the pipeline.,0.1531323331880136,vaccine,Losartan,Can Losartan treat COVID-19
124,7e8zlt3t,482,drug,We evaluated the in vitro antiviral effect of compounds that were previously reported to inhibit coronavirus replication and compounds that are currently under evaluation in clinical trials for SARS-CoV-2 patients.,0.15312729063710995,sars-cov-2 patients,Losartan,Can Losartan treat COVID-19
125,647zcjgu,780,drug,"Finally, antibodies and small molecular inhibitors that can block the interaction of ACE2 with RBD should be developed to combat the virus.",0.15311507894037873,antibodies and small molecular inhibitors that can block the interaction of ace2 with rbd should be developed to combat the virus,TAF,Can TAF treat COVID-19
126,qebbkr6d,610,drug,The global spread of SARS-CoV-2 requires an urgent need to find effective therapeutics for the treatment of COVID-19.,0.15309793395906873,the global spread of sars-cov-2 requires an urgent need to find effective therapeutics for the treatment of covid-19,RhACE2,Can RhACE2 treat COVID-19
127,7jkzbmsf,785,drug,Pharmaceutical service offers drug safety ensurance for COVID-19 patients.,0.1530956760917962,offers drug safety ensurance for covid-19 patients,Naproxen,Can Naproxen treat COVID-19
128,nn15iyqd,1072,drug,"Antimalarial drugs, commonly used in rheumatology, may alter the lysosomal proteases that mediates the viral entry into the cell and have demonstrated efficacy in improving the infection.",0.15309086833964874,may alter the lysosomal proteases that mediates the viral entry into the cell and have demonstrated efficacy in improving the infection,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
129,plxz5mkg,507,drug,"Finally, the advances in the development of chemotherapeutic options are also briefly summarized.",0.15307635045580553,can peginterferon lambda-1a treat covid-19,Peginterferon Lambda-1a,Can Peginterferon Lambda-1a treat COVID-19
130,qopcs6jy,1081,drug,The highly prevalence of COVID-19 is due to the lack onset of symptoms.,0.15307380583239572,the highly prevalence of covid-19 is due to the lack onset of symptoms,Bevacizumab,Can Bevacizumab treat COVID-19
131,athjtu2j,991,drug,"TCM can cure COVID-19 pneumonia, and also shows that the role of TCM in blocking the progress of COVID-19 pneumonia.",0.15306477468183305,tcm can cure covid-19 pneumonia,Chloroquine,Can Chloroquine treat COVID-19
132,p5ecpcll,735,drug,Changes in serum proalbumin may contribute to the early warning of novel coronavirus pneumonia.,0.1530502350529418,changes in serum proalbumin may contribute to the early warning of novel coronavirus pneumonia,Vitamin D,Can Vitamin D treat COVID-19
133,m0q7rm6z,809,drug,Our study predicts around ten FDA approved commercial drugs that can be used for repurposing.,0.15304375341805398,repurposing,TAF,Can TAF treat COVID-19
134,aeuy92bx,495,drug,"As these fusion proteins exhibit cross-reactivity against coronaviruses, they could have potential applications for diagnosis, prophylaxis, and treatment of 2019-nCoV.",0.15303693903167062,"they could have potential applications for diagnosis , prophylaxis , and treatment of 2019-ncov .",Naproxen,Can Naproxen treat COVID-19
135,6g34qwer,1130,drug,No adverse effect was found in meplazumab-treated patients.,0.15303265643634845,no adverse effect,mercaptopurine,Can mercaptopurine treat COVID-19
136,647zcjgu,770,drug,2019-nCoV is a newly identified coronavirus with high similarity to SARS-CoV.,0.15303065939116858,2019,Losartan,Can Losartan treat COVID-19
137,zb434ve3,760,drug,"However, in our prediction, they may also bind to the replication complex components of SARS-CoV-2 with an inhibitory potency with Kd < 1,000 nM.",0.1529964657056167,they may also bind to the replication complex components of sars-cov-2,ribavirin,Can ribavirin treat COVID-19
138,m40kwgcg,1194,drug,We aimed to further clarify the epidemiological and clinical characteristics of 2019-nCoV pneumonia.,0.152987405188311,2019-ncov pneumonia,Naproxen,Can Naproxen treat COVID-19
139,fvig79k3,853,drug,"Although there are mutations of the 2019-nCoV, the binding energy of ACE2 remains high.",0.15294799618413948,2019-ncov,Naproxen,Can Naproxen treat COVID-19
140,0xhho1sh,675,drug,"The one case of SARS-CoV-2 pneumonia in the USA is responding well to remdesivir, which is now undergoing a clinical trial in China.",0.15292782519357628,the one case of sars-cov-2 pneumonia in the usa is responding well to remdesivir,Losartan,Can Losartan treat COVID-19
141,plxz5mkg,505,drug,"Furthermore, we also review the current knowledge on the origin and evolution of the SARS-CoV-2.",0.1529241422994872,sars-cov-2,Huaier Granule,Can Huaier Granule treat COVID-19
142,3r0nqzgu,1175,drug,The data indicates that ACE2 is mainly expressed in epithelial cells of the colon.,0.15292320303550475,ace2,Vitamin C,Can Vitamin C treat COVID-19
143,566pbuic,945,drug,These results can be used to further enhance the ability of management of COVID-19 pneumonia.,0.15290906629839818,can be used to further enhance the ability of management of covid-19 pneumonia,Alovudine,Can Alovudine treat COVID-19
144,sjyrr2bn,835,drug,"Hence, the recent outburst of COVID-19 highlights an urgent need for therapeutics targeting SARS-CoV-2.",0.1528907074444966,highlights an urgent need for therapeutics,Losartan,Can Losartan treat COVID-19
145,uyu2buo1,535,drug,"Hence, oral or intravenous administration of AA and other unsaturated fatty acids may aid in enhancing resistance and recovery from SARS-CoV-2, SARS and MERS infections.",0.1528724406408566,sars-cov-2,RhACE2,Can RhACE2 treat COVID-19
146,uifnjio5,476,drug,Interpretation The variations of SARS-CoV-2 specific NAbs in recovered COVID-19 patients may raise the concern about the role of NAbs on disease progression.,0.1528381318201087,may raise the concern about the role of nabs on disease progression,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
147,647zcjgu,778,drug,2019-nCoV is thought to be transmitted through respiratory droplets.,0.15283673158962469,2019,Nitric Oxide Gas,Can Nitric Oxide Gas treat COVID-19
148,da61tfr9,823,drug,"Despite drastic containment measures, the spread of this virus is ongoing.",0.15282314429458954,virus,halidomide,Can halidomide treat COVID-19
149,m0hivi0u,886,drug,"The molecular docking results indicate that, the 3CLpro of SARS-CoV-2 has a higher binding affinity for all the studied inhibitors than its SARS homologue.",0.1528211299957825,the 3clpro of sars-cov-2 has a higher binding affinity for all the studied inhibitors,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
150,0d77ojnb,873,drug,The data demonstrate an interaction between the recombinant surface receptor binding domain and the polysaccharide.,0.1528201964424808,recombinant surface receptor binding domain and the polysaccharide,APN01,Can APN01 treat COVID-19
151,1mmqfp7g,667,drug,Our analyses revealed that the top nine hits might serve as potential anti- SARS-CoV-2 lead molecules for further optimisation and drug development process to combat COVID-19.,0.1528168279151732,might serve as potential anti-sars-cov-2 lead molecules for further optimisation and drug development process to combat covid-19,Losartan,Can Losartan treat COVID-19
152,sjyrr2bn,837,drug,"Further, the current treatment options, drugs available, ongoing trials and recent diagnostics for COVID-19 have been discussed.",0.15279870661164707,"current treatment options , drugs available , ongoing trials and recent diagnostics for covid-19",Naproxen,Can Naproxen treat COVID-19
153,epcel2ez,497,drug,"To date, there are no clinically approved vaccines or antiviral drugs available for these human coronavirus infections.",0.15278547955165311,no clinically approved vaccines or antiviral drugs available for these human coronavirus infections,TAF,Can TAF treat COVID-19
154,6g34qwer,1132,drug,Our results support to carry out a large-scale investigation of meplazumab as a treatment for COVID-19 pneumonia.,0.15276717084758135,meplazumab as a treatment for covid-19 pneumonia,Huaier Granule,Can Huaier Granule treat COVID-19
155,7e8zlt3t,485,drug,"Synergy between remdesivir and emetine was observed, and remdesivir at 6.25 μM in combination with emetine at 0.195 μM may achieve 64.9% inhibition in viral yield.",0.1527656404903844,may achieve 64 . 9 % inhibition in viral yield,Ruxolitinib,Can Ruxolitinib treat COVID-19
156,6g34qwer,1118,drug,"We aimed to assess the efficacy and safety of meplazumab, a humanized anti-CD147 antibody, as add-on therapy in patients with COVID-19 pneumonia.",0.15275661218449238,pneumonia,Tocilizumab,Can Tocilizumab treat COVID-19
157,1mjaycee,175,drug,There is no clinically approved antiviral drug or vaccine available to be used against COVID-19.,0.1527519984725439,there is no clinically approved antiviral drug or vaccine available to be used against covid-19,lopinavir,Can lopinavir treat COVID-19
158,6y9n69g5,795,drug,"In this regard, we conducted a systematic review to identify major druggable targets in coronavirus (CoV).",0.15273703080891746,coronavirus,Naproxen,Can Naproxen treat COVID-19
159,2tu707ng,216,drug,"Here, we have conducted an online search for all treatment options related to coronavirus infections as well as some RNA virus infection and we have found that general treatments, coronavirus-specific treatments, and antiviral treatments should be useful in fighting COVID-19.",0.15273682199052058,fighting covid-19,Tocilizumab,Can Tocilizumab treat COVID-19
160,vxqdfiel,557,drug,WHO has named the novel coronavirus disease as COVID-19.,0.15272504505084727,who has named the novel coronavirus disease as covid-19,APN01,Can APN01 treat COVID-19
161,plxz5mkg,503,drug,"However, as SARS-CoV-2 is an emerging virus, we know little about it.",0.15271691354317293,sars-cov-2,RhACE2,Can RhACE2 treat COVID-19
162,1qniriu0,588,drug,"We show that the protease inhibitor binding sites of 2019-nCoV and SARS-CoV are almost identical, which means all potential anti-SARS-CoV chemotherapies are also potential 2019-nCoV drugs.",0.15269848166799582,all potential anti-sars-cov chemotherapies are also potential 2019-ncov drugs,SARS 3CL protease inhibitors,Can SARS 3CL protease inhibitors treat COVID-19
163,0xhho1sh,676,drug,"Currently, controlling infection to prevent the spread of SARS-CoV-2 is the primary intervention being used.",0.1526973301701962,controlling infection to prevent the spread of sars-cov-2,TAF,Can TAF treat COVID-19
164,801t0728,429,drug,"Secondly, during the SARS-CoV epidemic, clinical reports have suggested tears as a medium of infection.",0.1526844182549285,"during the sars-cov epidemic , clinical reports have suggested tears as a medium of infection",Naproxen,Can Naproxen treat COVID-19
165,penb65x7,1159,drug,Patients with severe COVID-19 seem to have higher rates of liver dysfunction.,0.15268376123295418,patients with severe covid-19 seem to have higher rates of liver dysfunction,Naproxen,Can Naproxen treat COVID-19
166,qebbkr6d,618,drug,"We also proposed several possible mechanisms to explain the antiviral activities of PARP1 inhibitors against SARS-CoV-2, based on the data present in this study and previous evidences reported in the literature.",0.15268281901286007,antiviral activities of parp1 inhibitors against sars-cov-2,Recombinant human angiotensin- converting enzyme 2,Can Recombinant human angiotensin- converting enzyme 2 treat COVID-19
